82, 48, 47, 138, 43, 47, 35, 45, 33, 29, 28, 26, 25, 25, 27, 22, 19, 20, 18, 18, 16, 16, 16, 14, 14, 12, 11, 10, 9, 20, 9, 8, 25, 6, 6, 5, 5, 4, 5, 3, 3, 2, 2, 2, 1, 1, 2, 1, 2, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0
8, 4, 5, 8, 4, 3, 3, 2, 2, 3, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 1, 2, 1, 2, 1, 2, 2, 1, 1, 1, 2, 2, 1, 0, 1, 1, 2, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
14642, 14162, 13690, 13226, 12770, 12322, 11882, 11450, 11026, 10610, 10202, 9802, 9410, 9026, 8650, 8282, 7922, 7570, 7226, 6890, 6562, 6242, 5930, 5626, 5330, 5042, 4762, 4490, 4226, 3970, 3722, 3482, 3250, 3026, 2810, 2602, 2402, 2210, 2026, 1850, 1682, 1522, 1370, 1226, 1090, 962, 842, 730, 626, 530, 442, 362, 290, 226, 170, 122, 82, 50, 26, 10, 1
835, 967, 1154, 1142, 1132, 1287, 953, 1122, 1110, 1098, 1153, 927, 823, 970, 958, 946, 992, 740, 879, 867, 855, 897, 1277, 1307, 1366, 1332, 1300, 1384, 1075, 1109, 1073, 1037, 991, 995, 920, 910, 954, 990, 1024, 1019, 914, 681, 350, 450, 594, 187, 95, 221, 343, 268, 245, 187, 164, 108, 35, 34, 45, 33, 17, 3
