22755, 20965, 19202, 19802, 19483, 16948, 15729, 15453, 15245, 14599, 14133, 13484, 12362, 12353, 11456, 11109, 10643, 9569, 9116, 8697, 8681, 7898, 7600, 7327, 6613, 6089, 6172, 5533, 5961, 5203, 5019, 4858, 4448, 4397, 3597, 4563, 3244, 3020, 2971, 2560, 2297, 2122, 2020, 1768, 1710, 1614, 1508, 1242, 1151, 1056, 1073, 1020, 853, 686, 595, 468, 410, 360, 397, 298, 291, 238, 192, 158, 131, 115, 82, 85, 65, 44, 38, 26, 23, 14, 10, 7, 6, 3, 2, 1, 1, 0, 0, 0, 0
1103, 16687, 16522, 16909, 15388, 15790, 1244, 2158, 12058, 11943, 11553, 11827, 29345, 1839, 7844, 24107, 19142, 18488, 19087, 5549, 8997, 15949, 16187, 15730, 15914, 25436, 10273, 6014, 11669, 12250, 12384, 10917, 4515, 465, 1717, 2102, 1758, 1912, 2577, 1820, 1578, 1765, 1657, 1770, 1536, 1420, 1162, 1081, 949, 1087, 920, 1225, 273, 474, 286, 227, 253, 304, 202, 58, 68, 215, 50, 152, 62, 92, 109, 101, 6, 64, 36, 8, 15, 21, 21, 17, 10, 3, 1, 1, 0, 0, 1, 0
4770026, 4602020, 4438006, 4277936, 4121762, 3969436, 3820910, 3676136, 3535066, 3397652, 3263846, 3133600, 3006866, 2883596, 2763742, 2647256, 2534090, 2424196, 2317526, 2214032, 2113666, 2016380, 1922126, 1830856, 1742522, 1657076, 1574470, 1494656, 1417586, 1343212, 1271486, 1202360, 1135786, 1071716, 1010102, 950896, 894050, 839516, 787246, 737192, 689306, 643540, 599846, 558176, 518482, 480716, 444830, 410776, 378506, 347972, 319126, 291920, 266306, 242236, 219662, 198536, 178810, 160436, 143366, 127552, 112946, 99500, 87166, 75896, 65642, 56356, 47990, 40496, 33826, 27932, 22766, 18280, 14426, 11156, 8422, 6176, 4370, 2956, 1886, 1112, 586, 260, 86, 10, 1
357337, 4076856, 4550305, 4494627, 4439029, 4463132, 519387, 3187368, 5856047, 5804845, 5753951, 5703887, 13100002, 2697633, 2550914, 5706401, 5692645, 5679041, 5737433, 2303719, 3217722, 5362581, 5321411, 5280697, 5240723, 8417703, 3624415, 2350039, 3662939, 3628401, 3594103, 3598456, 2154757, 829796, 637504, 768542, 758469, 748955, 1548393, 1014357, 1096416, 1062717, 1033865, 1005429, 992323, 1251816, 966745, 945886, 915693, 886083, 856464, 922410, 426202, 516161, 427511, 375768, 379722, 429856, 334873, 100128, 131006, 410282, 83464, 290185, 110676, 160684, 179005, 146529, 15829, 103373, 55696, 16705, 27826, 35025, 30710, 26853, 14156, 7205, 3618, 1618, 745, 217, 28, 3
